29,Allorchè ci accingiamo a scendere dall'autoveicolo dobbiamo tra l'altro:,
,"1. Lasciare sempre accese, di notte, le luci di posizione",
,"2.Verificare, nella sosta davanti ad passo carrabile, che rimanga spazio sufficiente per l'accesso",
,3. Assicurarsi di aver parcheggiato correttamente,X
30,Su un'autostrada:,
,"1. Si può dare passaggi agli autostoppisti, solo sulle rampe",
,2. È consentita la libera circolazione dei cani solo sulle aree di servizio,
,3. Avvicinandosi alle porte delle stazioni i conducenti sono tenuti a mantenere la fila prescelta,X
31,La sosta di autoveicoli in doppia fila:,
,1. Provoca un restringimento delle carreggiata,X
,2. È vietata solo quando crea intralcio alla circolazione,
,3. È consentita solo per pochi secondi,
32,I conducenti di veicoli a motore sono obbligati ad azionare la segnalazione luminosa di pericolo (lampeggio simultaneo di tutti gli indiocatori luminosi di direzione),
,1. Quando si verificano improvvisi rallentamenti o incolonnamenti,X
,"2. Di notte, in caso di sosta sulle corsie di emergenza delle autostrade",
,3. Quando si sosta in seconda fila,
33,Le frecce di rientro:,
,1. Sono poste al termine di un tratto di strada ove è consentito il sorpasso,X
,2. Possono essere integrate da iscrizioni sulla pavimentazione che indicano la località raggiungibile,
,3. Consentono di scegliere la corsia di preselezione,
34,Chi è penalmente e civilmente responsabile di un sinistro stradale:,
,1. È sempre soggetto all'arresto preventivo,
,2. Può incorrere nella revoca della patente di guida,X
,"3. Deve, in ogni caso, pagare immediatamente l'ammenda",
35,All'arrivo della stagione invernale conviene:,
,1. Sostituire l'olio del motore con olio più fluido,X
,2. Mettere l'antigelo nel liquido dei freni,
,3. Sostituire l'olio del differenziale,
36,La doppia striscia longitudinale continua:,
,1. Delimita le corsie nelle carreggiate a senso unico,
,"2. Consente il sorpasso, ove consentito, senza oltrepassarla",X
,3. È di colore azzurro nei parcheggi,
37,I dispositivi di segnalazione acustica non si debbono usare:,
,1. Quando le circostanze ne rendono consigliabile l'uso,
,2. Nelle strade ad almeno due corsie per ogni senso di marcia,
,3. Quando c'è l'apposito segnale,X
38,Ciò che contraddistingue gli addetti ai servizi di polizia stradale è:,
,1. L'uniforme o la paletta,X
,2. I guantoni ed altri equipaggiamenti rifrangenti,
,3. L'apposito fischietto,
39,Non è consentita la sosta a tutti i veicoli:,
,"1. Nei centri abitati, al di fuori delle aree espressamente autorizzate",
,2. Lungo le strade prive di illuminazione pubblica,
,3. Negli spazi riservati alla sosta dei veicoli per handicappati,X
40,"Per garantire la sicurezza della circolazione ed evitare incidenti è necessario, fra l'altro:",
,1. Controllare periodicamente che la frenatura sia equilibrata per evitare sbandamenti,X
,2. Accertarsi del corretto funzionamento del condizionatore d'aria,
,3. Controllare periodicamente lo stato del ferodo del disco della frizione,
41,"Chi guida un veicolo ad elevate prestazioni, deve:",
,"1. Guidare sempre al centro della strada, però senza superare la striscia di mezzeria",
,"2. Montare trombe bitonali per essere sentito più agevolmente, usandole solo fuori dai centri abitati",
,"3. Dare di norma la precedenza nei crocevia anche ai veicoli lenti, qualora questi provengano da destra",X
42,Per individuare conducenti e veicoli in un incidente stradale:,
,1. È sufficiente chiedere le generalità,
,2. Bisogna controllare la carta di circolazione e patente di guida,X
,3. È opportuno trattenere sempre sul posto veicolo e conducente fino all'arrivo dell'autorità,
43,La revoca della patente può essere disposta:,
,1. Dall'autorità giudiziaria,X
,2. Quando si è certi che il conducente sia alla guida in stato di ebbrezza,
,3. A seguito della ripetuta violazione dei limiti massimi di velocità,
44,"In caso di incidente stradale, il conducente:",
,1. Deve rilevare tutti gli elementi utili per la ricostruzione dell'esatta dinamica dell'incidente,X
,"2. Se ha torto deve prendere le generalità dell'altro conducente, se ha ragione non occorre",
,"3. Se vi sono danni solo alle cose, deve soltanto prendere i numeri di targa dei veicoli coinvolti",
45,La distanza di sicurezza:,
,1. Va rispettata per non tamponare il veicolo che ci precede,X
,2. Deve essere almeno uguale allo spazio di frenatura,
,3. È uguale alla distanza di visibilità,
46,Lo spazio minimo di arresto di un veicolo lanciato ad una determinata velocità:,
,1. Non dipende dallo stato degli pneumatici,
,2. Aumenta se si bloccano le ruote,X
,3. Si ottiene bloccando le ruote,
47,La distanza di sicurezza dipende:,
,1. Dalla massa del veicolo,X
,2. Dalla presenza di veicoli che ci seguono,
,3. Dalla potenza del veicolo,
48,"Per non costituire pericolo od intralcio alla circolazione, è necessario:",
,"1. Dare, comunque, la precedenza a tutti i veicoli negli incroci",
,2. Andare sempre ad una velocità particolarmente moderata,
,"3. Osservare non solo le disposizioni di legge, ma anche le cautele dettate dal buon sens",X
49,La responsabilità penale connessa al sinistro stradale sorge:,
,"1. Qualora il conducente provochi lesioni, di qualsiasi entità",
,2. In ogni caso sia violato il Codice della Strada,
,3. Qualora il conducente provochi lesioni o sia punibile a querela dalla persona offesa,X
50,Per adattarsi alle condizioni contrarie del tempo e prevenire incidenti stradali occorre:,
,1. Tenere i lampeggianti di sinistra accesi per segnalare la propria presenza,
,2. Aumentare la distanza di sicurezza dal veicolo che precede,X
,3. Accendere i proiettori fendinebbia solo di notte,
51,Lo spessore minimo del battistrada degli autoveicoli:,
,1. Deve essere pari ad almeno 1 mm per tutta la larghezza del battistrada,
,2. È lasciato alla prudente valutazione del conducente,
,"3. Deve essere pari ad almeno 1,6 mm per tutta la larghezza del battistrada",X
52,"Per garantire la sicurezza della circolazione ed evitare incidenti, è necessario, fra l'altro:",
,1. Diminuire la pressione degli pneumatici perché se ne migliora il raffreddamento,
,"2. Osservare se lo pneumatico si consuma soprattutto al centro, perché la pressione è troppo bassa",
,3. Utilizzare pneumatici delle dimensioni previste dalla casa costruttrice,X
53,La pressione di gonfiaggio degli pneumatici:,
,"1. Di norma, deve essere quella prescritta dalla casa costruttrice o leggermente inferiore",
,"2. Di norma, deve essere quella prescritta dalla casa costruttrice o leggermente superiore",X
,3. Non ha importanza se gli pneumatici sono nuovi,
54,Nelle aree pedonali urbane possono transitare:,
,1. Tutti i veicoli sprovvisti di motore,
,"2. Di norma, nessun veicolo, salvo eventuali deroghe espressamente indicate",X
,3. Le autovetture da piazza,
55,Sulla stabilità del veicolo in marcia influisce positivamente:,
,1. Il modello dgli pneumatici,
,2. Uso di carburante con più elevato numero di ottano,
,3. La pressione di gonfiaggio degli pneumatici,X
56,La corsia di decelerazione:,
,1. Agevola l'uscita dei veicoli da una carreggiata,X
,2. È riservata ai veicoli lenti,
,3. Serve per l'immissione in autostrada,
57,Il triangolo mobile di pericolo deve essere obbligatoriamente usato per segnalare il veicolo che debba restare fermo:,
,1. In caso di forte pioggia,
,2. Per chiedere soccorso agli automobilisti in transito,
,3. Solo su carreggiate extraurbane,X
58,Per ridurre l'inquinamento provocato dai veicoli con motore diesel bisogna:,
,1. Sostituire periodicamente il filtro dell'aria,X
,2. Utilizzare il motore al massimo numero di giri consentito,
,3. Sostituire periodicamente il filtro dell'olio,
59,Il conducente del veicolo da sorpassare ha l'obbligo di:,
,1. Facilitare la manovra di sorpasso,X
,2. Azionare i lampeggianti di emergenza per segnalare che la strada è sgombra,
,3. Azionare l'indicatore di direzione destro,
60,Gli pneumatici con battistrada eccessivamente usurato:,
,1. Aumentano l'aderenza,
,2. Sono pericolosi soltanto in caso di pioggia,
,3. Aumentano la possibilità di perdita di aderenza in caso di pioggia (aquaplaning),X
61,Per ridurre i consumi di carburante:,
,1. Si deve usare un olio più fluido,
,2. Si deve marciare ad un numero elevato di giri motore,
,3. È opportuno tenere i finestrini chiusi,X
62,"Per garantire la sicurezza della circolazione ed evitare incidenti è necessario, fra l'altro:",
,1. Controllare il livello del liquido nella vaschetta del circuito frenante,X
,2. Controllare periodicamente lo stato di efficienza dell'impianto di alimentazione del carburante,
,3. Controllare che la spia dell'olio dei freni sia costantemente accesa durante la marcia,
63,Il conducente coinvolto in un incidente stradale con danni a persone:,
,"1. Ha l'obbligo di fermarsi e soltanto se è un medico od un infermiere diplomato, di prestare l'assistenza occorrente alle persone investite",
,2. Ha soltanto l'obbligo di fermarsi e di fornire le proprie generalità al conducente dell'altra vettura,
,3. Ha l'obbligo di fermarsi e di prestare l'assistenza occorrente alle persone investite,x
64,"Allorché si è coinvolti in un incidente stradale, è obbligatorio soccorrere gli infortunati:",
,1. Caricando comunque ogni ferito su un'autovettura per portarlo al pronto soccorso,
,2. Soltanto se si è diretti responsabili dell'incidente,
,"3. Sempre, ma solo basandosi su conoscenze di primo soccorso",X
65,Si deve chiamare la polizia a seguito di incidente stradale:,
,1. Quando non si ha modulo di constatazione amichevole,
,2. Quando l'altro conducente non è in grado di esibire il certificato di assicurazione,X
,3. Se non si riesce a mettere in moto il veicolo,
66,Dopo un incidente stradale occorre:,
,1. Collocare subito il veicolo sul marciapiede,
,2. Prestare in ogni caso denunzia al più vicino Commissariato di Polizia,
,"3. Allontanare al più presto ove possibile il veicolo, spostandolo fuori dalla carreggiata",X
67,Gli pneumatici con lesioni sui fianchi che interessano le tele:,
,1. Possono essere usati a basse velocità,
,2. Possono essere usati ma con cautela,
,3. Si devono sostituire,X
68,Il Carico deve essere sistemato sul veicolo in modo da:,
,1. Non impedire la libertà di movimenti nella guida,x
,2. Non superare la sporgenza dello stesso dalla parte anteriore del veicolo di più dei tre decimi,
,3. Non superare di oltre il 10% la portata utile indicata sul documento di circolazione,
69,La frenatura poco efficiente o squilibrata può essere causata:,
,1. Dal carico erroneamente ripartito o eccessivo,X
,2. Dall'insufficiente lubrificazione dei tamburi o dei dischi dei freni,
,3. Dall'eccessiva durezza dei dischi o dei tamburi dei freni,
70,"Il veicolo, dopo un incidente stradale, può essere spostato:",
,1. Dopo che siano stati soccorsi gli eventuali feriti,X
,2. Soltanto dopo che i conducenti si siano messi d'accordo sulla responsabilità dell'incidente,
,"3. Mai, in quanto la rimozione dei veicoli deve essere fatta dall'autorità preposta al traffico",
71,"In caso di incidente, si deve segnalare il pericolo ai veicoli che sopraggiungono:",
,1. Solo se l'incidente è avvenuto su strada extraurbana priva di illuminazione,
,"2. Fuori dei centri abitati con l'apposito segnale di veicolo fermo, se si ingombra la carreggiata",X
,"3. Mai, se l'incidente è avvenuto in un centro abitato illuminato",
72,"Nelle Carte Geografiche, la scala cosa indica?",
,1. Il rapporto tra la misura sulla carta e quella reale,X
,2. Le altezze dei monti,
,3. Il rapporto tra gli abitanti della Regione e del Capoluogo,
73,Qual è la formula assicurativa R.C.A. che premia l'assicurato che nel corso dell'anno non ha provocato danni a terzi?,
,1. Bonus - Malus,X
,2. A franchigia fissa,
,3. A contrattazione diretta,
74,"Il proprietario di un veicolo, che ha provocato il danno a persone e/o cose, è responsabile in solido con il conducente?",
,1. Se non prova che la circolazione del veicolo è avvenuta contro la sua volontà,X
,2. Sempre,
,3. Mai,
75,"Quali sono i criteri con i quali si determinano, la tariffa annua ed i massimali minimi per l'assicurazione R.C.A.?",
,1. Secondo il numero degli abitanti della provincia in cui è immatricolato il veicolo,
,2. Stabiliti dalla compagnia di assicurazione,
,3. In base alla frequenza degli incidenti verificatesi nella provincia in cui è immatricolato il veicolo,X
76,"Le lesioni a persone, o le conseguenze derivanti, danno luogo a responsabilità penali a carico del proprietario del veicolo, quando quest'ultimo non conduca il veicolo stesso?",
,1. Si,
,2. No,X
,3. Secondo quanto stabilisce il Giudice,
77,"E' obbligatoria per gli autoveicoli circolanti sulla pubblica strada l'assicurazione R.C.A. in base al decreto legislativo 7 settembre 2005, n. 209?",
,1. Solo per alcuni autoveicoli,
,2. No,
,3. Si,X
78,Quando la società di assicurazione può esercitare il diritto di rivalsa nei confronti del proprietario e del conducente il veicolo che ha causato il danno?,
,1. Quando sia trascorsa la mezzanotte del giorno di scadenza della polizza assicurativa,
,"2. Quando non siano rispettate le condizioni di trasporto fissate dalle vigenti Leggi e le indicazioni riportate sulla carta di circolazione",X
,3. Quando il conducente abbia compiuto il sessantacinquesimo anno di età,
79,La licenza taxi può essere attribuita:,
,1. A seguito di bando pubblico concorso esperito dal Comune,X
,2. A seguito di bando pubblico concorso esperito dalla Regione,
,3. Facendone regolare domanda al Sindaco del Comune di residenza,
80,In quale caso è ammesso il cumulo di licenza taxi ed autorizzazione NCC?,
,1. In nessun caso,
,2. Quando la licenza taxi è per un natante,X
,3. Quando le autorizzazioni NCC non siano più di una,
81,"L'assicurazione per la responsabilità civile auto (R.C.A.), obbligatoria per legge, comprende",
,"1. Il risarcimento dei danni provocati dal veicolo, solo se guidato dal proprietario",
,"2. L'incendio, il furto e il danno a terzi entro i massimali",
,3. Il risarcimento dei danni provocati a terzi trasportati entro i massimali,X
82,"Quale di queste sanzioni accessorie è prevista per i conducenti di veicoli, circolanti sulla pubblica strada, privi di assicurazione R.C.A.?",
,1. Sequestro del veicolo,X
,2. Arresto fino a due mesi,
,3. Ritiro della patente di guida,
83,"Quale di queste sanzioni è prevista per i conducenti di veicoli, circolanti sulla pubblica strada, privi di assicurazione R.C.A.?",
,1. Arresto fino a sei mesi,
,2. Ritiro della patente di guida,
,3. Sanzione pecuniaria,X
84,Il conducente è presunto responsabile nei confronti dei trasportati?,
,1. Solo se è dimostrata la sua colpa,X
,2. Sempre,
,3. Mai,
85,Come sono definiti i servizi di trasporto che si svolgono su determinati itinerari prestabiliti e con concessione amministrativa?,
,1. Trasporto su linea prestabilita,
,2. Servizi pubblici di linea,X
,3. Concessione pubblica di linea,
86,La polizza di assicurazione per la responsabilità civile auto (RCA) copre:,
,"1. Ogni forma di responsabilità, in proporzione al premio pagato",
,"2. I rischi che gravano sul conducente, ma non sul proprietario del veicolo",
,3. I danni ai trasportati,X
87,La polizza di assicurazione per la responsabilità civile auto (RCA) copre:,
,"1. Ogni forma di responsabilità, in proporzione al premio pagato",
,"2. I rischi che gravano sul conducente, ma non sul proprietario del veicolo",
,3. La responsabilità per i sinistri occorsi anche nei paesi CEE,X
88,La polizza di assicurazione per la responsabilità civile auto (RCA) copre:,
,"1. I rischi che gravano sul conducente, ma non sul proprietario del veicolo",
,2. La responsabilità civile gravante sul conducente e sul proprietario,X
,"3. Ogni forma di responsabilità, in proporzione al premio pagato",
89,La polizza di assicurazione per la responsabilità civile auto (RCA) obbligatoria per legge comprende:,
,"1. Il risarcimento del danno provocato a terzi, entro i massimali",X
,"2. I danni subiti dal proprietario del veicolo alla guida, entro i massimali",
,3. Il risarcimento dei danni provocati dal veicolo solo se guidato dal proprietario,
90,"In relazione al contratto di assicurazione RCA stipulato, l'impresa assicuratrice deve rilasciare al contraente:",
,1. Un libretto sui precetti di pronto soccorso,
,2. La polizza di assicurazione,X
,3. Un estratto del Codice Civile contenente articoli che riguardano l'assicurazione di veicoli,
91,"In relazione al contratto di assicurazione RCA stipulato, l'impresa assicuratrice deve rilasciare al contraente:",
,1. Un libretto sui precetti di pronto soccorso,
,2. Un certificato da esibire a richiesta assieme alla carta di circolazione,X
,3. Un estratto del Codice Civile contenente articoli che riguardano l'assicurazione di veicoli,
92,I massimali della polizza di assicurazione RCA:,
,1. Sono i premi che le imprese assicuratrici possono richiedere,
,2. Vengono pagati all'atto della stipula del contratto,
,3. Rappresentano le somme massime pagate dall'impresa in caso di sinistro,X
93,I massimali della polizza di assicurazione RCA:,
,"1. Rimangono invariati nel tempo, fino alla stipula di un nuovo contratto",
,2. Sono i premi che le imprese assicuratrici possono richiedere,
,3. Non possono essere diminuiti al di sotto di un minimo di legge,X
94,Nell'assicurazione RCA il contratto con la formula “bonus - malus”:,
,"1. Comporta delle classi di assegnazione, che possono variare di anno in anno",X
,2. Viene annullato in caso di incidente con danno a persone,
,3. Riguarda solo le polizze stipulate per gli autoveicoli in servizio da piazza,
95,Nell'assicurazione RCA il contratto con la formula “bonus - malus”:,
,1. Viene annullato in caso di incidente con danno a persone,
,2. Garantisce comunque la copertura del sinistro entro i massimali,X
,3. Comporta l'obbligo per i contraenti di risarcire una parte del danno,
96,Nell'assicurazione RCA il contratto con la formula “bonus - malus”:,
,1. Viene annullato in caso di incidente con danno a persone,
,2. Consente la determinazione annua del premio di assicurazione,X
,3. Comporta l'obbligo per i contraenti di risarcire una parte del danno,
97,Nelle carte geografiche il NORD geografico è posto:,
,1. In alto,X
,2. In basso,
,3. A destra,
98,Nelle carte geografiche l'OVEST è posto:,
,1. In alto,
,2. In basso,
,3. A sinistra,X
99,La scala della carta geografica rappresenta:,
,1. La distanza massima in chilometri tra i luoghi più lontani riportati sulla carta,
,2. Il rapporto di riduzione tra la carta geografica e il territorio rappresentato,X
,3. La dimensione massima in millimetri della carta geografica,
100,La scala della carta geografica 1:10.000 individua:,
,1. Il rapporto di riduzione 1 cm sulla carta = 10.000 metri sul territorio,
,2. Il rapporto di riduzione 1 cm sulla carta = 100 metri sul territorio,X
,3. La dimensione massima in millimetri della carta geografica pari a 1 metro,
101,La scala della carta geografica 1:10.000 individua:,
,1. Il rapporto di riduzione 1 cm sulla carta = 10.000 cm sul territorio,X
,2. Il rapporto di riduzione 1 cm sulla carta = 10.000 metri sul territorio,
,3. La dimensione massima in millimetri della carta geografica pari a 1 metro,
102,La scala della carta geografica 1:10.000,
,1. È più dettagliata della carta in scala 1:1.000.000,X
,2. È meno dettagliata della carta in scala 1:1.000.000,
,3. È dettagliata come una carta in scala 1:1.000.000,
103,La scala della carta geografica 1:10.000,
,1. È più adatta alla individuazione delle strade urbane di una carta in scala 1:1.000.000,X
,2. È meno adatta alla individuazione delle strade urbane di una carta in scala 1:1.000.000,
,3. È adatta alla individuazione delle strade urbane come una carta in scala 1:1.000.000,
104,Per valutare la distanza tra due città su una carta geografica stradale:,
,1. È indispensabile uno scalimetro e la conoscenza della scala,
,"2. Si può valutare come somma delle distanze indicate a lato delle strade tra un segno caposaldo e l'altro, dopo aver individuato il percorso",X
,3. È sufficiente un righello senza la conoscenza della scala,
105,La legenda di una carta geografica:,
,1. Riassume gli indirizzi delle stazioni di servizio,
,2. Indica il significato dei simboli utilizzati sulla carta geografica,X
,3. Indica le date in cui è stata aggiornata la carta,
106,Le autostrade sono indicate sulle carte geografiche stradali:,
,1.Con un tratto simile a quello con cui sono indicate le strade urbane,
,2. Con un tratto simile a quello con cui sono indicate le ferrovie,
,3. Con un tratto più grande di quello utilizzato per indicare le strade extraurbane secondarie,X
107,"In un contratto, con cui la parte si obbliga a trasportare persone, si possono validamente inserire clausole che escludano la responsabilità civile per dolo o colpa grave per sinistri che arrechino danno al trasportato o alle cose che quest'ultimo porta con sé?",
,"1. Si, sempre",
,"2. No, mai",X
,"3. Si, a determinate condizioni",
108,"In un contratto, con cui la parte si obbliga a trasportare persone, si possono validamente inserire clausole che escludano la responsabilità civile per dolo o colpa grave per sinistri che arrechino danno al trasportato o alle cose che quest'ultimo porta con sé?",
,"1. No, mai",X
,"2. Si, a determinate condizioni",
,"3. Si, sempre",
109,I contratti per il trasporto di persone sono disciplinati per quanto riguarda,
,1. La responsabilità dei trasportati,
,2. La responsabilità di entrambi,
,3. La responsabilità del vettore,X
110,Quali sono per legge definiti servizi pubblici non di linea?,
,1. Quelli svolti con autobus extraurbani,
,2. Quelli svolti da autovetture adibite al servizio di taxi,X
,3. Quelli svolti con autovetture adibite al servizio di enti pubblici,
111,Alle esigenze di chi si rivolge il servizio taxi?,
,1. Di gruppi organizzati che prenotano il servizio per lunghi spostamenti,
,2. Dell'utenza che chiama direttamente il tassista,
,3. Individuali e di piccoli gruppi,X
112,Il Noleggio Con Conducente,
,"1. Aderisce a tutte le richieste di servizio, con il solo obbligo del rispetto del turno di servizio",
,"2. Sosta in attesa della richiesta di servizio, nelle piazzole di sosta dei taxi",
,"3. Si rivolge ad utenza specifica, sostando nella propria rimessa",X
113,In quale di questi casi il titolare di licenza taxi può farsi sostituire nella guida del taxi?,
,1. Per un periodo di ferie di almeno 30 giorni,
,2. Per un periodo di ferie non superiore a trenta giorni,X
,3. Quando si trovi nella necessità di dover svolgere altra attività lavorativa,
114,Nel Contratto di Trasporto di Persone:,
,1. Il Vettore risponde solo al 50 % dei sinistri che colpiscono il viaggiatore durante il viaggio,
,2. Il Vettore non risponde di nessun sinistro che colpisca il viaggiatore durante il viaggio,
,"3. Il Vettore risponde dei sinistri che colpiscano il viaggiatore durante il viaggio se non prova di aver adottato tutte le misure atte ad impedire il danno",X
115,Nel Contratto di Trasporto di Persone:,
,"1. Le clausole che limitano la responsabilità del Vettore per i sinistri che colpiscano il viaggiatore sono annullabili a richiesta di parte",
,2. Le clausole che limitano la responsabilità del Vettore per i sinistri che colpiscano il viaggiatore sono nulle,X
,"3. Le clausole che limitano la responsabilità del Vettore per i sinistri che colpiscano il viaggiatore vengono decise dal Giudice",
116,Cos'è una corsia riservata?,
,1. Una corsia di marcia destinata alla circolazione esclusiva di una o più categorie di veicoli,X
,2. Una parte della carreggiata in cui non è possibile circolare,
,3. Una corsia destinata al solo accesso ai frontisti,
117,Cos'è una zona a traffico limitato?,
,"1. Un'area in cui accesso e circolazione veicolare sono limitati ad ore prestabilite o a particolari categorie di utenti o di veicoli",X
,2. Una parte di una piazza destinata prevalentemente al parcheggio,
,3. Una parte della strada riservata a mezzi pubblici e di emergenza,
