33,Le frecce di rientro:,
,1. sono poste al termine di un tratto di strada ove è consentito il sorpasso,x
,2. possono essere integrate da iscrizioni sulla pavimentazione che indicano la località raggiungibile,
,3. consentono di scegliere la corsia di preselezione,
34,Chi è penalmente e civilmente responsabile di un sinistro stradale:,
,1. è sempre soggetto all'arresto preventivo,
,2. può incorrere nella revoca della patente di guida,x
,"3. deve, in ogni caso, pagare immediatamente l'ammenda",
35,All'arrivo della stagione invernale conviene:,
,1. sostituire l'olio del motore con olio più fluido,x
,2. mettere l'antigelo nel liquido dei freni,
,3. sostituire l'olio del differenziale,
36,La doppia striscia longitudinale continua:,
,1. delimita le corsie nelle carreggiate a senso unico,
,"2. consente il sorpasso, ove consentito, senza oltrepassarla",x
,3. è di colore azzurro nei parcheggi,
37,I dispositivi di segnalazione acustica non si debbono usare:,
,1. quando le circostanze ne rendono consigliabile l'uso,
,2. nelle strade ad almeno due corsie per ogni senso di marcia,
,3. quando c'è l'apposito segnale,x
38,Ciò che contraddistingue gli addetti ai servizi di polizia stradale è:,
,1. l'uniforme o la paletta,x
,2. i guantoni ed altri equipaggiamenti rifrangenti,
,3. l'apposito fischietto,
39,Non è consentita la sosta a tutti i veicoli:,
,"1. nei centri abitati, al di fuori delle aree espressamente autorizzate",
,2. lungo le strade prive di illuminazione pubblica,
,3. negli spazi riservati alla sosta dei veicoli per handicappati,x
40,"Per garantire la sicurezza della circolazione ed evitare incidenti è necessario, fra l'altro:",
,1. controllare periodicamente che la frenatura sia equilibrata per evitare sbandamenti,x
,2. accertarsi del corretto funzionamento del condizionatore d'aria,
,3. controllare periodicamente lo stato del ferodo del disco della frizione,
41,"Chi guida un veicolo ad elevate prestazioni, deve:",
,"1. guidare sempre al centro della strada, però senza superare la striscia di mezzeria",
,"2. montare trombe bitonali per essere sentito più agevolmente, usandole solo fuori dai centri abitati",
,"3. dare di norma la precedenza nei crocevia anche ai veicoli lenti, qualora questi provengano da destra",x
42,Per individuare conducenti e veicoli in un incidente stradale:,
,1. è sufficiente chiedere le generalità,
,2. bisogna controllare la carta di circolazione e patente di guida,x
,3. è opportuno trattenere sempre sul posto veicolo e conducente fino all'arrivo dell'autorità,
43,La revoca della patente può essere disposta:,
,1. dall'autorità giudiziaria,x
,2. quando si è certi che il conducente sia alla guida in stato di ebbrezza,
,3. a seguito della ripetuta violazione dei limiti massimi di velocità,
44,"In caso di incidente stradale, il conducente:",
,1. deve rilevare tutti gli elementi utili per la ricostruzione dell'esatta dinamica dell'incidente,x
,"2. se ha torto deve prendere le generalità dell'altro conducente, se ha ragione non occorre",
,"3. se vi sono danni solo alle cose, deve soltanto prendere i numeri di targa dei veicoli coinvolti",
45,La distanza di sicurezza:,
,1. va rispettata per non tamponare il veicolo che ci precede,x
,2. deve essere almeno uguale allo spazio di frenatura,
,3. è uguale alla distanza di visibilità,
46,Lo spazio minimo di arresto di un veicolo lanciato ad una determinata velocità:,
,1. non dipende dallo stato degli pneumatici,
,2. aumenta se si bloccano le ruote,x
,3. si ottiene bloccando le ruote,
47,La distanza di sicurezza dipende:,
,1. dalla massa del veicolo,x
,2. dalla presenza di veicoli che ci seguono,
,3. dalla potenza del veicolo,
48,"Per non costituire pericolo od intralcio alla circolazione, è necessario:",
,"1. dare, comunque, la precedenza a tutti i veicoli negli incroci",
,2. andare sempre ad una velocità particolarmente moderata,
,"3. osservare non solo le disposizioni di legge, ma anche le cautele dettate dal buon sens",x
49,La responsabilità penale connessa al sinistro stradale sorge:,
,"1. qualora il conducente provochi lesioni, di qualsiasi entità",
,2. in ogni caso sia violato il codice della strada,
,3. qualora il conducente provochi lesioni o sia punibile a querela dalla persona offesa,x
50,Per adattarsi alle condizioni contrarie del tempo e prevenire incidenti stradali occorre:,
,1. tenere i lampeggianti di sinistra accesi per segnalare la propria presenza,
,2. aumentare la distanza di sicurezza dal veicolo che precede,x
,3. accendere i proiettori fendinebbia solo di notte,
51,Lo spessore minimo del battistrada degli autoveicoli:,
,1. deve essere pari ad almeno 1 mm per tutta la larghezza del battistrada,
,2. è lasciato alla prudente valutazione del conducente,
,"3. deve essere pari ad almeno 1,6 mm per tutta la larghezza del battistrada",x
52,"Per garantire la sicurezza della circolazione ed evitare incidenti, è necessario, fra l'altro:",
,1. diminuire la pressione degli pneumatici perché se ne migliora il raffreddamento,
,"2. osservare se lo pneumatico si consuma soprattutto al centro, perché la pressione è troppo bassa",
,3. utilizzare pneumatici delle dimensioni previste dalla casa costruttrice,x
53,La pressione di gonfiaggio degli pneumatici:,
,"1. di norma, deve essere quella prescritta dalla casa costruttrice o leggermente inferiore",
,"2. di norma, deve essere quella prescritta dalla casa costruttrice o leggermente superiore",x
,3. non ha importanza se gli pneumatici sono nuovi,
54,Nelle aree pedonali urbane possono transitare:,
,1. tutti i veicoli sprovvisti di motore,
,"2. di norma, nessun veicolo, salvo eventuali deroghe espressamente indicate",x
,3. le autovetture da piazza,
55,Sulla stabilità del veicolo in marcia influisce positivamente:,
,1. il modello dgli pneumatici,
,2. uso di carburante con più elevato numero di ottano,
,3. la pressione di gonfiaggio degli pneumatici,x
56,La corsia di decelerazione:,
,1. agevola l'uscita dei veicoli da una carreggiata,x
,2. è riservata ai veicoli lenti,
,3. serve per l'immissione in autostrada,
57,Il triangolo mobile di pericolo deve essere obbligatoriamente usato per segnalare il veicolo che debba restare fermo:,
,1. in caso di forte pioggia,
,2. per chiedere soccorso agli automobilisti in transito,
,3. solo su carreggiate extraurbane,x
58,Per ridurre l'inquinamento provocato dai veicoli con motore diesel bisogna:,
,1. sostituire periodicamente il filtro dell'aria,x
,2. utilizzare il motore al massimo numero di giri consentito,
,3. sostituire periodicamente il filtro dell'olio,
59,Il conducente del veicolo da sorpassare ha l'obbligo di:,
,1. facilitare la manovra di sorpasso,x
,2. azionare i lampeggianti di emergenza per segnalare che la strada è sgombra,
,3. azionare l'indicatore di direzione destro,
60,Gli pneumatici con battistrada eccessivamente usurato:,
,1. aumentano l'aderenza,
,2. sono pericolosi soltanto in caso di pioggia,
,3. aumentano la possibilità di perdita di aderenza in caso di pioggia (aquaplaning),x
61,Per ridurre i consumi di carburante:,
,1. si deve usare un olio più fluido,
,2. si deve marciare ad un numero elevato di giri motore,
,3. è opportuno tenere i finestrini chiusi,x
62,"Per garantire la sicurezza della circolazione ed evitare incidenti è necessario, fra l'altro:",
,1. controllare il livello del liquido nella vaschetta del circuito frenante,x
,2. controllare periodicamente lo stato di efficienza dell'impianto di alimentazione del carburante,
,3. controllare che la spia dell'olio dei freni sia costantemente accesa durante la marcia,
63,Il conducente coinvolto in un incidente stradale con danni a persone:,
,"1. ha l'obbligo di fermarsi e soltanto se è un medico od un infermiere diplomato, di prestare l'assistenza occorrente alle persone investite",
,2. ha soltanto l'obbligo di fermarsi e di fornire le proprie generalità al conducente dell'altra vettura,
,3. ha l'obbligo di fermarsi e di prestare l'assistenza occorrente alle persone investite,x
64,"Allorché si è coinvolti in un incidente stradale, è obbligatorio soccorrere gli infortunati:",
,1. caricando comunque ogni ferito su un'autovettura per portarlo al pronto soccorso,
,2. soltanto se si è diretti responsabili dell'incidente,
,"3. sempre, ma solo basandosi su conoscenze di primo soccorso",x
65,Si deve chiamare la polizia a seguito di incidente stradale:,
,1. quando non si ha modulo di constatazione amichevole,
,2. quando l'altro conducente non è in grado di esibire il certificato di assicurazione,x
,3. se non si riesce a mettere in moto il veicolo,
66,Dopo un incidente stradale occorre:,
,1. collocare subito il veicolo sul marciapiede,
,2. prestare in ogni caso denunzia al più vicino commissariato di polizia,
,"3. allontanare al più presto ove possibile il veicolo, spostandolo fuori dalla carreggiata",x
67,Gli pneumatici con lesioni sui fianchi che interessano le tele:,
,1. possono essere usati a basse velocità,
,2. possono essere usati ma con cautela,
,3. si devono sostituire,x
68,Il carico deve essere sistemato sul veicolo in modo da:,
,1. non impedire la libertà di movimenti nella guida,x
,2. non superare la sporgenza dello stesso dalla parte anteriore del veicolo di più dei tre decimi,
,3. non superare di oltre il 10% la portata utile indicata sul documento di circolazione,
69,La frenatura poco efficiente o squilibrata può essere causata:,
,1. dal carico erroneamente ripartito o eccessivo,x
,2. dall'insufficiente lubrificazione dei tamburi o dei dischi dei freni,
,3. dall'eccessiva durezza dei dischi o dei tamburi dei freni,
70,"Il veicolo, dopo un incidente stradale, può essere spostato:",
,1. dopo che siano stati soccorsi gli eventuali feriti,x
,2. soltanto dopo che i conducenti si siano messi d'accordo sulla responsabilità dell'incidente,
,"3. mai, in quanto la rimozione dei veicoli deve essere fatta dall'autorità preposta al traffico",
71,"In caso di incidente, si deve segnalare il pericolo ai veicoli che sopraggiungono:",
,1. solo se l'incidente è avvenuto su strada extraurbana priva di illuminazione,
,"2. fuori dei centri abitati con l'apposito segnale di veicolo fermo, se si ingombra la carreggiata",x
,"3. mai, se l'incidente è avvenuto in un centro abitato illuminato",
72,"Nelle carte geografiche, la scala cosa indica?",
,1. il rapporto tra la misura sulla carta e quella reale,x
,2. le altezze dei monti,
,3. il rapporto tra gli abitanti della regione e del capoluogo,
73,Qual è la formula assicurativa r.c.a. che premia l'assicurato che nel corso dell'anno non ha provocato danni a terzi?,
,1. bonus - malus,x
,2. a franchigia fissa,
,3. a contrattazione diretta,
74,"Il proprietario di un veicolo, che ha provocato il danno a persone e/o cose, è responsabile in solido con il conducente?",
,1. se non prova che la circolazione del veicolo è avvenuta contro la sua volontà,x
,2. sempre,
,3. mai,
75,"Quali sono i criteri con i quali si determinano, la tariffa annua ed i massimali minimi per l'assicurazione r.c.a.?",
,1. secondo il numero degli abitanti della provincia in cui è immatricolato il veicolo,
,2. stabiliti dalla compagnia di assicurazione,
,3. in base alla frequenza degli incidenti verificatesi nella provincia in cui è immatricolato il veicolo,x
76,"Le lesioni a persone, o le conseguenze derivanti, danno luogo a responsabilità penali a carico del proprietario del veicolo, quando quest'ultimo non conduca il veicolo stesso?",
,1. si,
,2. no,x
,3. secondo quanto stabilisce il giudice,
77,"E' obbligatoria per gli autoveicoli circolanti sulla pubblica strada l'assicurazione r.c.a. in base al decreto legislativo 7 settembre 2005, n. 209?",
,1. solo per alcuni autoveicoli,
,2. no,
,3. si,x
78,Quando la società di assicurazione può esercitare il diritto di rivalsa nei confronti del proprietario e del conducente il veicolo che ha causato il danno?,
,1. quando sia trascorsa la mezzanotte del giorno di scadenza della polizza assicurativa,
,2. quando non siano rispettate le condizioni di trasporto fissate dalle vigenti leggi e le indicazioni riportate sulla carta di circolazione,x
,3. quando il conducente abbia compiuto il sessantacinquesimo anno di età,
79,La licenza taxi può essere attribuita:,
,1. a seguito di bando pubblico concorso esperito dal comune,x
,2. a seguito di bando pubblico concorso esperito dalla regione,
,3. facendone regolare domanda al sindaco del comune di residenza,
80,In quale caso è ammesso il cumulo di licenza taxi ed autorizzazione ncc?,
,1. in nessun caso,
,2. quando la licenza taxi è per un natante,x
,3. quando le autorizzazioni ncc non siano più di una,
81,"L'assicurazione per la responsabilità civile auto (r.c.a.), obbligatoria per legge, comprende",
,"1. il risarcimento dei danni provocati dal veicolo, solo se guidato dal proprietario",
,"2. l'incendio, il furto e il danno a terzi entro i massimali",
,3. il risarcimento dei danni provocati a terzi trasportati entro i massimali,x
82,"Quale di queste sanzioni accessorie è prevista per i conducenti di veicoli, circolanti sulla pubblica strada, privi di assicurazione r.c.a.?",
,1. sequestro del veicolo,x
,2. arresto fino a due mesi,
,3. ritiro della patente di guida,
83,"Quale di queste sanzioni è prevista per i conducenti di veicoli, circolanti sulla pubblica strada, privi di assicurazione r.c.a.?",
,1. arresto fino a sei mesi,
,2. ritiro della patente di guida,
,3. sanzione pecuniaria,x
84,Il conducente è presunto responsabile nei confronti dei trasportati?,
,1. solo se è dimostrata la sua colpa,x
,2. sempre,
,3. mai,
85,Come sono definiti i servizi di trasporto che si svolgono su determinati itinerari prestabiliti e con concessione amministrativa?,
,1. trasporto su linea prestabilita,
,2. servizi pubblici di linea,x
,3. concessione pubblica di linea,
86,La polizza di assicurazione per la responsabilità civile auto (rca) copre:,
,"1. ogni forma di responsabilità, in proporzione al premio pagato",
,"2. i rischi che gravano sul conducente, ma non sul proprietario del veicolo",
,3. i danni ai trasportati,x
87,La polizza di assicurazione per la responsabilità civile auto (rca) copre:,
,"1. ogni forma di responsabilità, in proporzione al premio pagato",
,"2. i rischi che gravano sul conducente, ma non sul proprietario del veicolo",
,3. la responsabilità per i sinistri occorsi anche nei paesi cee,x
88,La polizza di assicurazione per la responsabilità civile auto (rca) copre:,
,"1. i rischi che gravano sul conducente, ma non sul proprietario del veicolo",
,2. la responsabilità civile gravante sul conducente e sul proprietario,x
,"3. ogni forma di responsabilità, in proporzione al premio pagato",
89,La polizza di assicurazione per la responsabilità civile auto (rca) obbligatoria per legge comprende:,
,"1. il risarcimento del danno provocato a terzi, entro i massimali",x
,"2. i danni subiti dal proprietario del veicolo alla guida, entro i massimali",
,3. il risarcimento dei danni provocati dal veicolo solo se guidato dal proprietario,
90,"In relazione al contratto di assicurazione rca stipulato, l'impresa assicuratrice deve rilasciare al contraente:",
,1. un libretto sui precetti di pronto soccorso,
,2. la polizza di assicurazione,x
,3. un estratto del codice civile contenente articoli che riguardano l'assicurazione di veicoli,
91,"In relazione al contratto di assicurazione rca stipulato, l'impresa assicuratrice deve rilasciare al contraente:",
,1. un libretto sui precetti di pronto soccorso,
,2. un certificato da esibire a richiesta assieme alla carta di circolazione,x
,3. un estratto del codice civile contenente articoli che riguardano l'assicurazione di veicoli,
92,I massimali della polizza di assicurazione rca:,
,1. sono i premi che le imprese assicuratrici possono richiedere,
,2. vengono pagati all'atto della stipula del contratto,
,3. rappresentano le somme massime pagate dall'impresa in caso di sinistro,x
93,I massimali della polizza di assicurazione rca:,
,"1. rimangono invariati nel tempo, fino alla stipula di un nuovo contratto",
,2. sono i premi che le imprese assicuratrici possono richiedere,
,3. non possono essere diminuiti al di sotto di un minimo di legge,x
94,Nell'assicurazione rca il contratto con la formula “bonus - malus”:,
,"1. comporta delle classi di assegnazione, che possono variare di anno in anno",x
,2. viene annullato in caso di incidente con danno a persone,
,3. riguarda solo le polizze stipulate per gli autoveicoli in servizio da piazza,
95,Nell'assicurazione rca il contratto con la formula “bonus - malus”:,
,1. viene annullato in caso di incidente con danno a persone,
,2. garantisce comunque la copertura del sinistro entro i massimali,x
,3. comporta l'obbligo per i contraenti di risarcire una parte del danno,
96,Nell'assicurazione rca il contratto con la formula “bonus - malus”:,
,1. viene annullato in caso di incidente con danno a persone,
,2. consente la determinazione annua del premio di assicurazione,x
,3. comporta l'obbligo per i contraenti di risarcire una parte del danno,
97,Nelle carte geografiche il nord geografico è posto:,
,1. in alto,x
,2. in basso,
,3. a destra,
98,Nelle carte geografiche l'ovest è posto:,
,1. in alto,
,2. in basso,
,3. a sinistra,x
99,La scala della carta geografica rappresenta:,
,1. la distanza massima in chilometri tra i luoghi più lontani riportati sulla carta,
,2. il rapporto di riduzione tra la carta geografica e il territorio rappresentato,x
,3. la dimensione massima in millimetri della carta geografica,
100,La scala della carta geografica 1:10.000 individua:,
,1. il rapporto di riduzione 1 cm sulla carta = 10.000 metri sul territorio,
,2. il rapporto di riduzione 1 cm sulla carta = 100 metri sul territorio,x
,3. la dimensione massima in millimetri della carta geografica pari a 1 metro,
101,La scala della carta geografica 1:10.000 individua:,
,1. il rapporto di riduzione 1 cm sulla carta = 10.000 cm sul territorio,x
,2. il rapporto di riduzione 1 cm sulla carta = 10.000 metri sul territorio,
,3. la dimensione massima in millimetri della carta geografica pari a 1 metro,
102,La scala della carta geografica 1:10.000,
,1. è più dettagliata della carta in scala 1:1. 000.000,x
,2. è meno dettagliata della carta in scala 1:1. 000.000,
,3. è dettagliata come una carta in scala 1:1. 000.000,
103,La scala della carta geografica 1:10.000,
,1. è più adatta alla individuazione delle strade urbane di una carta in scala 1:1. 000.000,x
,2. è meno adatta alla individuazione delle strade urbane di una carta in scala 1:1. 000.000,
,3. è adatta alla individuazione delle strade urbane come una carta in scala 1:1. 000.000,
104,Per valutare la distanza tra due città su una carta geografica stradale:,
,1. è indispensabile uno scalimetro e la conoscenza della scala,
,"2. si può valutare come somma delle distanze indicate a lato delle strade tra un segno caposaldo e l'altro, dopo aver individuato il percorso",x
,3. è sufficiente un righello senza la conoscenza della scala,
105,La legenda di una carta geografica:,
,1. riassume gli indirizzi delle stazioni di servizio,
,2. indica il significato dei simboli utilizzati sulla carta geografica,x
,3. indica le date in cui è stata aggiornata la carta,
106,Le autostrade sono indicate sulle carte geografiche stradali:,
,1. con un tratto simile a quello con cui sono indicate le strade urbane,
,2. con un tratto simile a quello con cui sono indicate le ferrovie,
,3. con un tratto più grande di quello utilizzato per indicare le strade extraurbane secondarie,x
107,"In un contratto, con cui la parte si obbliga a trasportare persone, si possono validamente inserire clausole che escludano la responsabilità civile per dolo o colpa grave per sinistri che arrechino danno al trasportato o alle cose che quest'ultimo porta con sé?",
,"1. si, sempre",
,"2. no, mai",x
,"3. si, a determinate condizioni",
108,"In un contratto, con cui la parte si obbliga a trasportare persone, si possono validamente inserire clausole che escludano la responsabilità civile per dolo o colpa grave per sinistri che arrechino danno al trasportato o alle cose che quest'ultimo porta con sé?",
,"1. no, mai",x
,"2. si, a determinate condizioni",
,"3. si, sempre",
109,I contratti per il trasporto di persone sono disciplinati per quanto riguarda,
,1. la responsabilità dei trasportati,
,2. la responsabilità di entrambi,
,3. la responsabilità del vettore,x
110,Quali sono per legge definiti servizi pubblici non di linea?,
,1. quelli svolti con autobus extraurbani,
,2. quelli svolti da autovetture adibite al servizio di taxi,x
,3. quelli svolti con autovetture adibite al servizio di enti pubblici,
111,Alle esigenze di chi si rivolge il servizio taxi?,
,1. di gruppi organizzati che prenotano il servizio per lunghi spostamenti,
,2. dell'utenza che chiama direttamente il tassista,
,3. individuali e di piccoli gruppi,x
112,Il noleggio con conducente,
,"1. aderisce a tutte le richieste di servizio, con il solo obbligo del rispetto del turno di servizio",
,"2. sosta in attesa della richiesta di servizio, nelle piazzole di sosta dei taxi",
,"3. si rivolge ad utenza specifica, sostando nella propria rimessa",x
113,In quale di questi casi il titolare di licenza taxi può farsi sostituire nella guida del taxi?,
,1. per un periodo di ferie di almeno 30 giorni,
,2. per un periodo di ferie non superiore a trenta giorni,x
,3. quando si trovi nella necessità di dover svolgere altra attività lavorativa,
114,Nel contratto di trasporto di persone:,
,1. il vettore risponde solo al 50 % dei sinistri che colpiscono il viaggiatore durante il viaggio,
,2. il vettore non risponde di nessun sinistro che colpisca il viaggiatore durante il viaggio,
,3. il vettore risponde dei sinistri che colpiscano il viaggiatore durante il viaggio se non prova di aver adottato tutte le misure atte ad impedire il danno,x
115,Nel contratto di trasporto di persone:,
,1. le clausole che limitano la responsabilità del vettore per i sinistri che colpiscano il viaggiatore sono annullabili a richiesta di parte,
,2. le clausole che limitano la responsabilità del vettore per i sinistri che colpiscano il viaggiatore sono nulle,x
,3. le clausole che limitano la responsabilità del vettore per i sinistri che colpiscano il viaggiatore vengono decise dal giudice,
116,Cos'è una corsia riservata?,
,1. una corsia di marcia destinata alla circolazione esclusiva di una o più categorie di veicoli,x
,2. una parte della carreggiata in cui non è possibile circolare,
,3. una corsia destinata al solo accesso ai frontisti,
117,Cos'è una zona a traffico limitato?,
,1. un'area in cui accesso e circolazione veicolare sono limitati ad ore prestabilite o a particolari categorie di utenti o di veicoli,x
,2. una parte di una piazza destinata prevalentemente al parcheggio,
,3. una parte della strada riservata a mezzi pubblici e di emergenza,
118,E' possibile installare su veicoli adibiti a servizi pubblici non di linea scritte o insegne pubblicitarie luminose?,
,1. si,
,2. no,x
,"3. si, solo nei casi previsti dal regolamento comunale di esercizio",
119,E' possibile installare su veicoli adibiti a servizi pubblici non di linea scritte o insegne pubblicitarie rifrangenti?,
,1. si,
,2. no,
,"3. si, solo nei casi previsti dal regolamento di esecuzione del codice della strada",x
120,Quanti posti possono avere al massimo le autovetture?,
,1. nove compreso il conducente,x
,2. sette più il conducente,
,3. nove più il conducente,
121,Quali veicoli possono essere adibiti a servizio di noleggio con conducente per trasporto di persone?,
,1. tutti gli autobus di linea,
,2. le autovetture,x
,3. tutti i veicoli a quattro ruote,
122,In base a cosa viene rilasciata la carta di circolazione dei veicoli adibiti a servizio di noleggio con conducente per trasporto di persone?,
,1. in base all'iscrizione presso la camera di commercio,
,2. in base al possesso del c.a.p. kb,
,3. in base all'autorizzazione comunale di esercizio,x
123,Il servizio di piazza con autovetture,
,1. é disciplinato dal solo regolamento comunale,
,2. é disciplinato dal solo codice della strada,
,3. è disciplinato da leggi specifiche di settore,x
124,Di norma ogni quanto devono essere sottoposti a revisione le autovetture in servizio di noleggio con conducente per trasporto di persone?,
,1. ogni sei mesi,
,2. ogni anno,x
,3. ogni due anni,
125,"Le autovetture, da adibire a servizio di n.c.c. o taxi, devono essere individualmente soggetti a verifica dei requisiti di idoneità alla circolazione?",
,"1. no, se sono di tipo già omologato",
,"2. si, anche se sono di tipo già omologato",x
,"3. no, in nessun caso",
